"f_27:0","f_27:1","f_27:2","Points:0","Points:1","Points:2"
-7.5560565e-05,2.42255e-07,0,3.8,0.40000001,0
-5.3934168e-06,-1.0191366e-05,0,2.7999849,0.40000001,0
-1.6671624e-05,-5.5880089e-05,0,2.815268,0.42151758,0
-3.2411339e-05,-5.3358301e-05,0,2.8296173,0.44420925,0
5.3732915e-06,4.4095112e-05,0,2.8427279,0.4676384,0
-1.0703724e-05,-4.7374717e-05,0,2.854562,0.49173754,0
-2.6254916e-06,-1.8378167e-05,0,2.8650856,0.51643711,0
-6.5588238e-06,-6.1282051e-05,0,2.8742683,0.54166603,0
-8.6167838e-06,-1.6757998e-06,0,2.8820834,0.5673514,0
2.5234049e-06,1.7099706e-05,0,2.8885086,0.59341919,0
2.3757057e-07,-1.9912532e-05,0,2.8935251,0.61979437,0
2.9241303e-06,-4.109289e-06,0,2.8971188,0.64640075,0
6.8237961e-07,3.6441702e-06,0,2.8992791,0.67316169,0
1.130226e-06,-2.5293171e-05,0,2.9000001,0.69999999,0
-2.4024355e-06,1.3590793e-05,0,2.8992791,0.72683829,0
5.509035e-06,-3.6745638e-05,0,2.8971188,0.75359923,0
1.7578359e-06,-8.1940543e-06,0,2.8935251,0.78020567,0
-8.2159358e-06,3.859654e-05,0,2.8885086,0.80658078,0
3.0620254e-06,-7.418103e-06,0,2.8820834,0.83264863,0
-1.2914476e-08,-7.6180658e-07,0,2.8742683,0.858334,0
5.2214659e-07,-1.8052696e-06,0,2.8650856,0.88356286,0
-2.0917709e-07,1.4606904e-07,0,2.854562,0.90826243,0
-3.7894658e-06,6.2773111e-06,0,2.8427279,0.9323616,0
2.165496e-06,-3.5398491e-06,0,2.8296173,0.95579076,0
9.553454e-07,-1.5313192e-06,0,2.815268,0.97848243,0
-2.5126674e-06,3.1812872e-06,0,2.7997215,1.0003711,0
3.3779238e-06,-4.1555413e-06,0,2.7830222,1.0213938,0
1.6377307e-06,-1.6655981e-06,0,2.7652187,1.0414898,0
1.55792e-06,-1.7980544e-06,0,2.7463622,1.0606012,0
6.1939204e-06,-5.6476151e-06,0,2.7265069,1.0786729,0
4.2779075e-06,-3.4912287e-06,0,2.7057104,1.0956528,0
3.1688649e-07,-3.8521003e-07,0,2.6840324,1.1114919,0
1.0699849e-06,-9.6558676e-07,0,2.6615355,1.1261446,0
2.0321252e-06,-1.1211084e-06,0,2.6382844,1.1395686,0
5.3050617e-06,-2.8814054e-06,0,2.6143463,1.1517252,0
-2.4199651e-06,8.9366142e-07,0,2.5897901,1.1625794,0
2.5770339e-06,-1.1528678e-06,0,2.5646868,1.1720998,0
1.7276341e-07,2.1835679e-07,0,2.5391088,1.1802591,0
1.5072706e-06,-1.9989214e-07,0,2.5131295,1.1870335,0
-1.2387789e-06,9.3138066e-09,0,2.486824,1.1924039,0
-2.1153232e-06,2.7241836e-07,0,2.4602683,1.1963544,0
5.6458239e-06,-2.1635672e-07,0,2.4335389,1.1988739,0
8.0117155e-07,3.8032876e-08,0,2.4067125,1.199955,0
-1.8384366e-06,-1.4238189e-07,0,2.3798671,1.1995945,0
2.280485e-06,3.0124426e-07,0,2.3530796,1.1977936,0
-1.6766379e-06,-1.6818973e-07,0,2.3264272,1.1945574,0
-5.0268298e-08,-1.2509076e-07,0,2.2999871,1.1898953,0
2.8705747e-06,9.7382372e-07,0,2.2738354,1.1838207,0
-4.9724131e-06,-1.7573365e-06,0,2.2480474,1.1763512,0
-8.2199989e-07,-2.8479926e-07,0,2.2226975,1.1675081,0
1.6773745e-06,8.3153947e-07,0,2.1978588,1.1573172,0
3.3458343e-06,1.6646683e-06,0,2.1736031,1.1458076,0
7.1148878e-07,3.4746742e-07,0,2.1500001,1.1330127,0
6.3014051e-07,4.5038703e-07,0,2.1271176,1.1189693,0
1.7166142e-06,1.4375909e-06,0,2.1050222,1.1037179,0
5.4513566e-07,4.9956225e-07,0,2.0837774,1.0873024,0
6.569901e-07,5.6906151e-07,0,2.0634441,1.0697703,0
3.2069231e-06,3.5830171e-06,0,2.0440812,1.0511721,0
2.4460201e-07,3.9506551e-07,0,2.0257447,1.0315614,0
1.4650535e-06,1.8981145e-06,0,2.008487,1.0109946,0
5.2874634e-07,7.5197414e-07,0,1.9923583,0.98953116,0
6.3878684e-07,1.1243219e-06,0,1.977405,0.96723294,0
1.9805997e-08,5.3432319e-07,0,1.96367,0.94416416,0
6.2822045e-07,1.4424095e-06,0,1.9511931,0.92039144,0
5.7434153e-07,1.413699e-06,0,1.9400103,0.89598328,0
1.0089932e-06,2.837013e-06,0,1.9301537,0.87101007,0
-6.6856023e-07,-1.6803875e-06,0,1.9216518,0.8455438,0
-2.8498908e-07,-2.4877309e-07,0,1.9145291,0.8196578,0
2.4053506e-07,1.894413e-06,0,1.9088061,0.79342687,0
6.3696938e-08,2.1048222e-06,0,1.9044994,0.76692659,0
3.2365151e-07,5.1694255e-06,0,1.9016213,0.7402333,0
1.7201182e-07,6.313604e-06,0,1.9001802,0.71342397,0
-8.4023625e-08,3.5153837e-06,0,1.9001802,0.68657601,0
-4.9372056e-07,6.7141264e-06,0,1.9016213,0.65976673,0
-5.1385456e-07,3.3006802e-06,0,1.9044994,0.63307345,0
-1.402172e-07,9.4403879e-07,0,1.9088061,0.6065731,0
-5.7943817e-07,2.5736445e-06,0,1.9145291,0.58034217,0
-1.7570882e-06,5.6957547e-06,0,1.9216518,0.55445623,0
-2.4621359e-06,8.0487125e-06,0,1.9301537,0.52898991,0
-2.1459555e-06,4.8247284e-06,0,1.9400103,0.5040167,0
-2.8778197e-06,6.6144125e-06,0,1.9511931,0.47960854,0
-6.2690847e-06,1.3260105e-05,0,1.96367,0.45583582,0
-1.7056216e-05,1.6378764e-05,0,1.977405,0.43276709,0
0.00012832861,9.7507464e-06,0,1.9923583,0.41046885,0
5.0647783,1.1025095,0,2.0002251,0.40000001,0
0.0041742278,-0.00013944351,0,0,0.40000001,0
0.000408655,2.1102123e-05,0,0,0,0
0.00019649522,2.1421526e-07,0,3.8,0,0
-0.00040757365,-1.5465009e-06,0,1.9,0,0
4.2228537e-05,2.1598107e-07,0,1.1621326,0.40000001,0
4.0137518e-05,-1.1734224e-06,0,3.2222693,0.40000001,0
-0.00032619768,1.7824462e-06,0,2.8499999,0,0
0.00011290496,4.100954e-07,0,0.94999999,0,0
-0.00026452882,2.3595234e-07,0,1.5811789,0.40000001,0
-0.00017309745,8.405288e-07,0,3.0111272,0.40000001,0
-1.8716695e-05,-2.2700743e-07,0,3.325,0,0
2.8535329e-05,-4.8310147e-07,0,0.58106631,0.40000001,0
8.6941385e-05,3.3664585e-07,0,1.425,0,0
-0.00026482693,-6.7174125e-07,0,1.790702,0.40000001,0
-0.00012260539,4.0642421e-06,0,2.905556,0.40000001,0
-0.00029756193,-2.7503211e-06,0,0.47499999,0,0
-5.0045626e-05,-2.143064e-07,0,1.8954636,0.40000001,0
-0.00034078327,5.7356672e-05,0,2.8527706,0.40000001,0
-8.7604094e-06,8.5084656e-07,0,1.9478444,0.40000001,0
-0.00039446636,0.00013464017,0,2.8263779,0.40000001,0
2.7650947e-05,3.3869014e-06,0,1.9740348,0.40000001,0
-0.00015289593,1.0509139e-05,0,1.9871299,0.40000001,0
-0.12884785,-1.6057137,0,2.4000707,0.70005602,0
-0.00010181976,-2.1196354e-07,0,2.375,0,0
47.849541,1.7500579,0,2.448334,0.34785068,0
-0.00028384518,1.2126761e-06,0,3.5111346,0.40000001,0
-0.00014779325,1.4178131e-07,0,3.5625,0,0
-0.00025714567,-7.8396997e-06,0,0.2375,0,0
-0.00027796804,6.7046099e-06,0,0.29053316,0.40000001,0
-6.822776e-06,8.3669569e-08,0,0.87159944,0.40000001,0
-9.4970259e-05,-1.2527168e-07,0,2.1375,0,0
-0.00014854013,-7.1819795e-07,0,0.71249998,0,0
-0.00020074444,2.4947731e-06,0,2.6125,0,0
-0.00022891324,-1.0164104e-06,0,1.6625,0,0
-0.0001208155,-3.3132559e-07,0,3.0875001,0,0
0.9449836,-2.623415,0,2.1923285,0.56073362,0
-1.3858118,-2.8836055,0,2.1785724,0.8162142,0
2.5055866,-1.1980066,0,2.6040313,0.55536407,0
-3.6120296,-0.907516,0,2.3898449,0.94982028,0
-2.9357531,2.4791753,0,2.627281,0.80423671,0
-0.00011564093,-2.7575501e-07,0,1.1875,0,0
9.0862348e-05,-1.9367364e-07,0,1.3716557,0.40000001,0
62.389179,1.6943138,0,2.2096622,0.24832058,0
51.201363,-5.4086973e-07,0,0,0.2,0
65.957085,-0.24520397,0,3.8,0.2,0
59.946201,0.058190376,0,1.06875,0.19327344,0
61.063984,-1.0077585,0,2.6457474,0.22835481,0
65.173553,-0.42516065,0,3.4437499,0.18804891,0
55.853409,-0.19029026,0,0.43579972,0.22445714,0
60.969967,0.068754673,0,1.2891688,0.1955844,0
64.202644,-1.0984236,0,2.9583416,0.18881051,0
58.049824,-0.14835714,0,0.7263329,0.22613879,0
61.856312,0.10957203,0,1.5038351,0.19970886,0
64.745911,-0.30412984,0,3.20625,0.18269382,0
62.837868,0.4876523,0,1.78125,0.18248472,0
63.118141,1.1198246,0,1.9936776,0.18908423,0
53.319874,-0.040514883,0,0.20909271,0.20728196,0
64.919907,-0.33672675,0,3.6226966,0.16953211,0
3.4824588,-1.0996716,0,2.4289017,0.52459735,0
61.121468,0.54874432,0,2.4704294,0.16153702,0
59.152325,0.20044218,0,0.89352107,0.16781904,0
57.546917,0.51278305,0,0.58159322,0.13426758,0
17.230339,0.53536713,0,2.2827194,0.40906143,0
29.696527,-0.14040183,0,2.6349838,0.39314714,0
-3.8228993,1.465041,0,2.5676291,0.97336084,0
-0.08508224,-2.5580139,0,2.0715313,0.68234348,0
61.727638,-1.4523396,0,2.7954898,0.15676771,0
-3.1858706,4.8633323,0,2.7317259,0.67322034,0
-2.2250049,-1.6244748,0,2.2231669,0.97954327,0
0.00012974118,-6.3424596e-07,0,3.3667021,0.40000001,0
55.600948,0.9247002,0,0.32984236,0.11824276,0
0.0001808266,2.1286471e-06,0,2.2562499,0,0
61.003517,1.1113777,0,2.319097,0.14198166,0
62.358612,0.01361893,0,1.6467947,0.25958303,0
-0.00037507227,-1.6765633e-05,0,0.11875,0,0
62.999451,-0.56796068,0,3.0843623,0.26950386,0
-7.7723125e-05,4.7058447e-07,0,3.6555674,0.40000001,0
-0.00033390438,1.9785115e-05,0,0.14526658,0.40000001,0
-0.00015547844,2.0278965e-07,0,0.7263329,0.40000001,0
-6.9204187e-05,3.081289e-07,0,0.43579972,0.40000001,0
-0.00019947998,9.6740007e-07,0,1.016866,0.40000001,0
5.5811334,-0.90893877,0,2.1407444,0.42722061,0
-2.7036397,-0.056610797,0,2.4787266,0.82836771,0
63.435822,-0.4563511,0,3.3232222,0.26421463,0
57.544205,-0.46651092,0,0.59876329,0.26716837,0
59.772995,-0.44692951,0,0.94423276,0.2897324,0
-2.9888136,0.23768078,0,2.4656827,1.0601789,0
-3.1406832,3.1352184,0,2.7006898,0.9135676,0
62.007362,0.40428674,0,1.6180629,0.12757806,0
0.39539632,-2.3668578,0,2.0631783,0.5456816,0
60.749947,1.6906914,0,2.0815907,0.29191461,0
61.889481,1.2479979,0,2.1236169,0.13867989,0
-0.00012644066,-6.1796891e-07,0,2.01875,0,0
59.906078,1.8478173,0,2.3326156,0.28941059,0
-0.68067449,-1.9307607,0,2.0485649,0.81732625,0
2.3360333,3.0875411,0,2.7326262,0.53666031,0
-2.4080057,-0.68708539,0,2.3238559,1.0619751,0
63.006702,-0.54956937,0,3.5429909,0.27318487,0
-0.077589348,-3.1573327,0,2.2001104,0.68926328,0
1.4777776,-2.2360089,0,2.3188555,0.59661275,0
-1.2375762,-2.6824589,0,2.2959793,0.77083051,0
0.95270598,-0.88743883,0,2.5012522,0.62658399,0
61.725616,-2.9775209,0,2.8395741,0.27474681,0
61.766289,-0.37161675,0,3.0810227,0.13415059,0
52.225765,-0.97004598,0,0.10193162,0.27871966,0
-0.00026996131,-1.5925965e-06,0,0.83125001,0,0
59.271755,0.54325366,0,0.7810173,0.1141021,0
62.693657,-0.4157176,0,3.6955469,0.27671981,0
62.796803,0.60961574,0,1.8849475,0.26677835,0
-0.00016305927,1.2933347e-07,0,3.6812501,0,0
58.262901,-0.041784707,0,3.8,0.1,0
12.48003,0.35130054,0,2.5234454,0.44555029,0
-2.63942,4.7760735,0,2.7542357,0.79830456,0
-0.00020973347,2.5462593e-06,0,2.73125,0,0
56.279869,-0.82414711,0,2.6819785,0.11173609,0
60.735966,-0.27942812,0,1.178185,0.2682941,0
61.444576,-0.20856421,0,1.3950793,0.27169746,0
-1.3168743,-1.7675902,0,2.1144643,0.92147046,0
61.590599,0.34311807,0,1.3978763,0.12612163,0
-2.2060058e-05,2.1930424e-08,0,1.30625,0,0
61.627274,-0.30628976,0,3.3262317,0.130741,0
-0.00019914673,-3.0893213e-07,0,3.20625,0,0
4.8081156e-06,5.2607934e-08,0,3.4437499,0,0
5.5297187e-05,2.5568616e-07,0,1.78125,0,0
-1.4004883e-05,5.8553898e-08,0,1.06875,0,0
-0.0003407262,-1.0869468e-06,0,1.54375,0,0
-2.0467707e-05,7.0493491e-07,0,0.35624999,0,0
-0.00054715201,-5.2183864e-06,0,0.59375,0,0
-0.00021962007,8.1785338e-08,0,2.4937501,0,0
-0.00019799879,6.6039621e-07,0,2.96875,0,0
-1.4658571,1.0501192,0,2.6097648,0.68313342,0
-0.00022792684,6.2597366e-07,0,1.2668942,0.40000001,0
51.201973,-6.4349119e-06,0,0,0.1,0
52.632351,1.1527437,0,0.12048768,0.12257131,0
54.047787,-2.7148683,0,2.7208304,0.31600666,0
56.494724,0.34946215,0,2.5574725,0.30533671,0
56.954494,0.83149076,0,0.44406945,0.11024977,0
55.166893,-0.78510243,0,0.31797904,0.27483475,0
59.270199,-0.50068456,0,0.82571471,0.29072013,0
60.179577,0.47686267,0,0.99175161,0.10746477,0
60.946342,0.35024998,0,1.1796528,0.12829615,0
-5.5250781e-05,1.8470351e-07,0,1.4764173,0.40000001,0
58.874126,-0.26691175,0,3.525943,0.10843369,0
-2.6815989,-2.2246392,0,2.2926013,0.88670933,0
59.24205,-0.5797466,0,3.4317281,0.30247188,0
60.718189,-0.38220564,0,3.2175913,0.29110131,0
58.079323,0.44607559,0,1.7209072,0.091872104,0
61.710823,0.7783739,0,1.8894145,0.12299167,0
60.863461,0.12646598,0,1.7550514,0.29258618,0
60.26194,-1.2345318,0,2.9785888,0.29594132,0
53.582237,-0.68209523,0,2.909375,0.091419034,0
59.921021,-0.24849822,0,2.5777724,0.14329875,0
59.098064,-0.16936967,0,1.5287981,0.30514821,0
54.994812,-1.5549681,0,0.21789986,0.31848142,0
59.381184,-0.41206321,0,1.07311,0.30424187,0
-9.1980364e-05,-7.712074e-07,0,3.1166983,0.40000001,0
57.667118,-0.8816812,0,0.49987453,0.31222856,0
-0.00024878269,-2.0026421e-07,0,1.6859405,0.40000001,0
54.673813,1.3456223,0,0.22337228,0.10365139,0
60.044765,-0.3129321,0,1.2767265,0.29765001,0
59.209457,0.358071,0,1.4982027,0.094739899,0
-1.0531611,-0.20472565,0,2.4978878,0.72835755,0
58.250736,0.4554449,0,0.68243408,0.13534811,0
51.202229,2.5684942e-06,0,0,0.30000001,0
58.824051,-0.25461927,0,3.8,0.30000001,0
61.541271,1.2107737,0,1.9821739,0.2879141,0
59.922787,0.37938517,0,1.3035536,0.098302588,0
61.976143,1.3111817,0,2.2211819,0.15069585,0
-2.7455235,-1.4226838,0,2.3840261,0.85231274,0
51.650269,1.8686972,0,2.1676662,0.33486712,0
2.1047795,-1.7787046,0,2.2757275,0.50766546,0
57.635086,0.90588838,0,2.0331347,0.098111786,0
-2.6385536,1.8531574,0,2.6614833,1.0042694,0
-2.4829466,0.85403126,0,2.5619318,1.0699351,0
64.048172,-0.21979667,0,3.7173226,0.15000001,0
59.959198,0.45066842,0,1.0878283,0.098703355,0
55.827473,-0.25795025,0,3.4323301,0.094024457,0
61.861088,1.2052677,0,2.3872285,0.21006851,0
60.692566,0.91620708,0,2.4756467,0.25662276,0
46.3871,0.20175917,0,2.434375,0.073880099,0
12.762119,0.51626855,0,2.384686,0.43029451,0
-0.00014041587,8.4774041e-07,0,0.65369958,0.40000001,0
58.512627,-0.67564338,0,0.68296111,0.31012201,0
54.599174,-0.21558358,0,3.1696374,0.091346912,0
52.37014,-0.093589485,0,3.6131694,0.077461742,0
-1.5107864,-0.77448398,0,2.2242498,1.0703858,0
-0.15127964,-1.5921236,0,1.990235,0.72202659,0
0.19210711,-1.821354,0,2.0024996,0.61797661,0
-3.9200003,0.29688284,0,2.4775162,0.97081006,0
-3.5857968,1.493332,0,2.5627942,0.87657356,0
58.579418,0.57159352,0,0.86496651,0.082951821,0
1.5264344,-1.5506158,0,2.4135175,0.61216754,0
3.5982611,-1.16807,0,2.5166364,0.5390138,0
47.215702,-0.15792647,0,3.265625,0.065935709,0
58.530308,0.00051058049,0,0.812033,0.20301627,0
59.477444,0.039824203,0,0.97881454,0.19652423,0
