"f_27:0","f_27:1","f_27:2","Points:0","Points:1","Points:2"
31.694288,0.74288654,0,1.911136,0.3504737,0
36.250099,0.91555434,0,1.9087569,0.33395785,0
36.061176,0.83667421,0,1.9,0.33438626,0
34.673954,0.77823049,0,1.9,0.33939427,0
42.216602,0.98401982,0,1.9108925,0.12361887,0
40.513733,0.84610498,0,1.9006302,0.10697974,0
40.612976,0.84955716,0,1.9,0.10787953,0
42.248653,0.94523191,0,1.9,0.12330078,0
14.598509,0.086913742,0,1.9003623,0.020883568,0
22.360508,0.22069973,0,1.9034983,0.036170933,0
22.309454,0.21686764,0,1.9,0.035986226,0
14.777059,0.08962246,0,1.9,0.021224711,0
37.188446,0.7317853,0,1.9196368,0.086385623,0
34.352642,0.58084673,0,1.9072458,0.072465442,0
36.617065,0.65855181,0,1.9,0.083020568,0
37.582573,0.69940221,0,1.9,0.087622076,0
45.180515,1.2413982,0,1.9125001,0.20640247,0
45.04977,1.2190635,0,1.911901,0.19042026,0
45.101528,1.1550126,0,1.9,0.19412714,0
45.129837,1.1590694,0,1.9,0.19755965,0
41.489468,1.1639024,0,1.9123324,0.30310944,0
38.950214,1.0110778,0,1.9068218,0.32052571,0
40.448952,1.0101361,0,1.9,0.31047985,0
40.846844,1.0262712,0,1.9,0.30777082,0
3.9953466e-05,3.8528466e-07,0,1.921654,0.40000001,0
13.688927,0.14169653,0,1.9085588,0.38549632,0
4.7420192,0.049085278,0,1.9,0.39497572,0
-2.6255346e-05,-5.411286e-07,0,1.9,0.40000001,0
43.603146,1.1745567,0,1.90626,0.27920026,0
44.394192,1.152771,0,1.9007727,0.26412097,0
44.387287,1.1465478,0,1.9,0.26425073,0
43.793953,1.130722,0,1.9,0.27555162,0
44.81995,1.1571653,0,1.9051474,0.17592269,0
44.391487,1.1146164,0,1.9042197,0.16021448,0
44.436279,1.0980622,0,1.9,0.16130443,0
44.747253,1.1256677,0,1.9,0.17261909,0
39.490494,0.83259785,0,1.9138045,0.10007071,0
38.00428,0.72071552,0,1.9,0.090192445,0
40.054493,0.82171583,0,1.9,0.10391004,0
-0.00029330552,-1.7846394e-06,0,1.9,0,0
14.25071,0.084843092,0,1.9,0.020386023,0
-0.00029330552,-1.7846394e-06,0,1.9,0,0
43.247135,1.1126549,0,1.9,0.28365359,0
42.137783,1.0807593,0,1.9,0.29638875,0
45.195572,1.2197559,0,1.9076016,0.22521341,0
45.200172,1.1650468,0,1.9,0.20881136,0
45.201233,1.1662432,0,1.9,0.21139359,0
27.905727,0.36822566,0,1.9100057,0.050355159,0
32.971397,0.51814467,0,1.9,0.066961013,0
29.962616,0.41609585,0,1.9,0.056516014,0
26.936977,0.49884713,0,1.9042333,0.36269486,0
30.775051,0.63178945,0,1.9,0.35270178,0
28.188427,0.52358365,0,1.9,0.35939768,0
45.066051,1.2767681,0,1.9150869,0.23969322,0
44.699932,1.2707596,0,1.9146045,0.25598624,0
44.889194,1.1640203,0,1.9,0.24802636,0
44.999397,1.1647552,0,1.9,0.24312657,0
45.073349,1.1641014,0,1.9,0.23576596,0
44.456879,1.1489587,0,1.9,0.26199755,0
44.998997,1.1449053,0,1.9,0.18756013,0
43.704754,1.070628,0,1.9063954,0.14463004,0
44.254032,1.0844326,0,1.9,0.15643734,0
43.87822,1.0548921,0,1.9,0.14774056,0
42.908829,0.9871909,0,1.9,0.13200685,0
43.482033,1.0278558,0,1.9,0.14037262,0
24.895424,0.41457579,0,1.9,0.36673072,0
18.622303,0.23324066,0,1.9,0.37774572,0
24.436152,0.26677647,0,1.9,0.041216478,0
27.327421,0.33846799,0,1.9,0.048461288,0
37.193283,0.88331252,0,1.9,0.32880107,0
41.727959,-3.5352552,0,2.9082372,0.29724568,0
43.45396,-3.6474886,0,2.9078743,0.27283081,0
40.720253,-3.4217973,0,2.9096565,0.31135482,0
39.618847,-3.1588912,0,2.9100962,0.32552832,0
42.781116,-2.2913198,0,2.8998833,0.14024143,0
43.860313,-2.5639939,0,2.9011843,0.15805683,0
45.099335,-3.5306582,0,2.8988314,0.22312041,0
45.096088,-3.2745438,0,2.8979826,0.2026474,0
41.237534,-2.0334907,0,2.8940377,0.12247407,0
40.06628,-1.6867224,0,2.905581,0.10886005,0
-7.2731353e-05,6.8221613e-07,0,2.905556,0.40000001,0
13.96055,-0.049794842,0,2.8996871,0.37651438,0
-0.00023709099,2.4796716e-06,0,2.909375,0,0
13.250705,-0.055690952,0,2.9019532,0.01430802,0
44.104183,-3.7825451,0,2.9019549,0.26016089,0
31.72052,-1.9283274,0,2.9010673,0.35450613,0
44.6665,-3.065783,0,2.8931155,0.1827433,0
32.386524,-0.70237523,0,2.9101605,0.05943368,0
28.481647,-0.44111088,0,2.9083276,0.044892397,0
44.870018,-3.5121639,0,2.9071214,0.2406075,0
37.668678,-3.0107796,0,2.9016607,0.34090206,0
22.607254,-0.20309424,0,2.9065418,0.029759474,0
36.201469,-1.2181354,0,2.896718,0.081181146,0
37.975044,-1.3338943,0,2.909375,0.091419034,0
-1.1308355,2.0514338,0,2.627281,0.80423671,0
-0.97824275,1.7334908,0,2.6016557,0.80035174,0
-0.60839814,1.8238722,0,2.6143229,0.78110415,0
-0.75729471,1.8777378,0,2.8201756,0.84340137,0
-0.73728585,2.0487285,0,2.8228433,0.82501721,0
-0.89880425,2.4205754,0,2.8094971,0.8203364,0
15.193391,0.38103864,0,2.6148229,0.43038803,0
16.547846,0.86157435,0,2.5936465,0.42455855,0
18.207035,0.22454928,0,2.6080713,0.41353598,0
1.0640908,2.4185519,0,2.7847762,0.62591755,0
0.73644346,2.7125175,0,2.7862597,0.64517158,0
1.042648,2.4370925,0,2.7748837,0.63636404,0
0.91947383,2.34097,0,2.7317259,0.67322034,0
0.47556531,2.6786897,0,2.744756,0.68752915,0
0.638282,2.4913051,0,2.7310176,0.68695259,0
-0.068237655,2.1676068,0,2.8546379,0.69480956,0
-0.1481939,2.0248313,0,2.8568909,0.71335173,0
-0.12900168,2.6996052,0,2.8364592,0.69816321,0
-0.29623866,2.0953217,0,2.8502555,0.74091882,0
-0.17432256,1.2129624,0,2.8717515,0.75441223,0
-0.1463297,1.4233726,0,2.8700449,0.733262,0
0.93874657,1.7852286,0,2.6444879,0.70728326,0
0.85269481,1.9105557,0,2.6591997,0.70683807,0
1.296044,1.6904515,0,2.6440463,0.69273484,0
-0.90795368,1.6558886,0,2.7989666,0.89257324,0
-1.013634,2.0185597,0,2.7976427,0.86959779,0
-0.80201149,1.6055152,0,2.8097527,0.88042581,0
-0.41540423,1.1190754,0,2.8450713,0.85013252,0
-0.27717665,0.88461727,0,2.8594923,0.83274287,0
-0.21422739,0.62162495,0,2.8605278,0.85117906,0
-1.9118855,2.8562791,0,2.6988099,0.84951782,0
-2.0291634,2.7974408,0,2.7045472,0.86863762,0
-2.051878,2.7635145,0,2.6909251,0.86230451,0
4.011054,0.84779984,0,2.6633959,0.58735949,0
4.337575,0.6220004,0,2.6755426,0.57236809,0
3.8530369,0.80759788,0,2.678335,0.58647227,0
2.244904,0.75728297,0,2.7816975,0.55494338,0
2.4145355,0.21165119,0,2.7837954,0.53765696,0
1.8414855,0.8180061,0,2.7977412,0.54603934,0
