"f_27:0","f_27:1","f_27:2","Points:0","Points:1","Points:2"
-4.9343562e-05,-4.1567525e-08,0,3.8,0.40000001,0
-8.0958482e-05,1.8450592e-05,0,2.7999849,0.40000001,0
3.616152e-05,4.3509717e-06,0,2.815268,0.42151758,0
-1.1293687e-05,-3.2365017e-05,0,2.8296173,0.44420925,0
2.4511207e-06,9.4426323e-06,0,2.8427279,0.4676384,0
-9.7597231e-06,-3.4768684e-05,0,2.854562,0.49173754,0
-5.2144906e-06,-2.1456182e-05,0,2.8650856,0.51643711,0
-9.9843373e-06,-4.1248117e-05,0,2.8742683,0.54166603,0
-3.8759676e-06,-4.4996996e-06,0,2.8820834,0.5673514,0
1.5920181e-06,7.4309614e-06,0,2.8885086,0.59341919,0
-3.7691343e-06,-2.2779208e-05,0,2.8935251,0.61979437,0
1.4991573e-06,-1.528495e-05,0,2.8971188,0.64640075,0
3.543569e-07,-4.4160552e-06,0,2.8992791,0.67316169,0
-1.0289839e-07,-3.7807564e-05,0,2.9000001,0.69999999,0
-2.1180481e-06,1.1484583e-05,0,2.8992791,0.72683829,0
6.982561e-06,-5.6414578e-05,0,2.8971188,0.75359923,0
3.2875114e-06,-1.7406139e-05,0,2.8935251,0.78020567,0
-9.9287518e-06,5.1850842e-05,0,2.8885086,0.80658078,0
6.0685425e-06,-1.7025544e-05,0,2.8820834,0.83264863,0
1.8785889e-06,-5.9560011e-06,0,2.8742683,0.858334,0
2.7850683e-06,-7.8026942e-06,0,2.8650856,0.88356286,0
1.3209736e-06,-3.7586053e-06,0,2.854562,0.90826243,0
-3.6495824e-06,6.4907954e-06,0,2.8427279,0.9323616,0
5.8493738e-06,-9.8648197e-06,0,2.8296173,0.95579076,0
3.93663e-06,-6.0029947e-06,0,2.815268,0.97848243,0
-2.3173177e-06,2.7676715e-06,0,2.7997215,1.0003711,0
8.1826847e-06,-1.0113738e-05,0,2.7830222,1.0213938,0
5.1513953e-06,-5.5715909e-06,0,2.7652187,1.0414898,0
4.4574954e-06,-4.8920751e-06,0,2.7463622,1.0606012,0
1.349134e-05,-1.2279274e-05,0,2.7265069,1.0786729,0
9.7799402e-06,-7.9563997e-06,0,2.7057104,1.0956528,0
2.7241961e-06,-2.1063872e-06,0,2.6840324,1.1114919,0
3.9289962e-06,-2.98907e-06,0,2.6615355,1.1261446,0
5.7658781e-06,-3.1660045e-06,0,2.6382844,1.1395686,0
1.1961843e-05,-6.3474608e-06,0,2.6143463,1.1517252,0
-2.1043893e-06,6.1287477e-07,0,2.5897901,1.1625794,0
6.502893e-06,-2.7899041e-06,0,2.5646868,1.1720998,0
1.8885132e-06,-2.7975639e-07,0,2.5391088,1.1802591,0
3.9296688e-06,-7.2352572e-07,0,2.5131295,1.1870335,0
-8.1914936e-07,-2.9257106e-07,0,2.486824,1.1924039,0
-2.0836048e-06,2.17577e-07,0,2.4602683,1.1963544,0
1.0249229e-05,-2.8410145e-07,0,2.4335389,1.1988739,0
2.3102896e-06,7.3392705e-08,0,2.4067125,1.199955,0
-2.0824446e-06,-2.5939084e-07,0,2.3798671,1.1995945,0
4.388075e-06,5.770018e-07,0,2.3530796,1.1977936,0
-1.7843993e-06,-2.5131305e-07,0,2.3264272,1.1945574,0
8.5417599e-07,-6.3783041e-08,0,2.2999871,1.1898953,0
4.5913062e-06,1.4780262e-06,0,2.2738354,1.1838207,0
-6.4161159e-06,-2.5131799e-06,0,2.2480474,1.1763512,0
