"f_27:0","f_27:1","f_27:2","Points:0","Points:1","Points:2"
-7.611305e-05,-2.216788e-08,0,3.8,0.40000001,0
-7.6690252e-05,1.0580251e-05,0,2.7999849,0.40000001,0
2.7505263e-05,-2.819984e-06,0,2.815268,0.42151758,0
-2.0313451e-05,-4.7602574e-05,0,2.8296173,0.44420925,0
3.4250986e-06,1.4748854e-05,0,2.8427279,0.4676384,0
-1.4350775e-05,-4.9243205e-05,0,2.854562,0.49173754,0
-7.4748223e-06,-2.9445258e-05,0,2.8650856,0.51643711,0
-1.4284361e-05,-5.9021306e-05,0,2.8742683,0.54166603,0
-6.2555e-06,-9.3859271e-06,0,2.8820834,0.5673514,0
2.3497437e-06,1.1438099e-05,0,2.8885086,0.59341919,0
-5.1904599e-06,-3.200112e-05,0,2.8935251,0.61979437,0
2.5317916e-06,-2.0341051e-05,0,2.8971188,0.64640075,0
5.8949956e-07,-4.8103225e-06,0,2.8992791,0.67316169,0
2.8049845e-07,-5.3037875e-05,0,2.9000001,0.69999999,0
-3.2803093e-06,1.7108594e-05,0,2.8992791,0.72683829,0
1.0341999e-05,-7.7579927e-05,0,2.8971188,0.75359923,0
4.6257205e-06,-2.3194611e-05,0,2.8935251,0.78020567,0
-1.4065429e-05,6.9200789e-05,0,2.8885086,0.80658078,0
7.8089925e-06,-2.1066066e-05,0,2.8820834,0.83264863,0
1.6452907e-06,-6.6970647e-06,0,2.8742683,0.858334,0
2.8357713e-06,-8.7546741e-06,0,2.8650856,0.88356286,0
1.7750485e-06,-4.8651486e-06,0,2.854562,0.90826243,0
-5.920655e-06,8.3801597e-06,0,2.8427279,0.9323616,0
6.3527264e-06,-1.0276737e-05,0,2.8296173,0.95579076,0
3.5468054e-06,-5.6553822e-06,0,2.815268,0.97848243,0
-1.9431686e-06,1.9708259e-06,0,2.7997215,1.0003711,0
7.1398222e-06,-8.6716555e-06,0,2.7830222,1.0213938,0
4.9404362e-06,-4.8071838e-06,0,2.7652187,1.0414898,0
3.3269146e-06,-3.7904533e-06,0,2.7463622,1.0606012,0
9.5256864e-06,-8.2801162e-06,0,2.7265069,1.0786729,0
6.7146557e-06,-5.2174678e-06,0,2.7057104,1.0956528,0
1.7363336e-06,-1.3047977e-06,0,2.6840324,1.1114919,0
2.6369871e-06,-1.8644789e-06,0,2.6615355,1.1261446,0
3.4191187e-06,-1.8188127e-06,0,2.6382844,1.1395686,0
6.8686159e-06,-3.4833313e-06,0,2.6143463,1.1517252,0
-9.9790088e-07,2.433321e-07,0,2.5897901,1.1625794,0
3.6603017e-06,-1.5509288e-06,0,2.5646868,1.1720998,0
1.1649769e-06,-2.6082938e-07,0,2.5391088,1.1802591,0
2.4542851e-06,-5.0578944e-07,0,2.5131295,1.1870335,0
-2.9567971e-07,-1.5312482e-07,0,2.486824,1.1924039,0
-9.4108589e-07,9.1768705e-08,0,2.4602683,1.1963544,0
