"f_27:0","f_27:1","f_27:2","Points:0","Points:1","Points:2"
-3.9137987e-05,4.5159648e-08,0,3.8,0.40000001,0
-5.1640931e-05,-1.0234853e-05,0,2.7999849,0.40000001,0
1.3276355e-05,-1.7432259e-05,0,2.815268,0.42151758,0
-2.0791793e-05,-5.0742288e-05,0,2.8296173,0.44420925,0
1.567577e-06,1.1113777e-05,0,2.8427279,0.4676384,0
-1.3428174e-05,-4.5074823e-05,0,2.854562,0.49173754,0
-7.1140635e-06,-2.6946009e-05,0,2.8650856,0.51643711,0
-1.2366497e-05,-5.264438e-05,0,2.8742683,0.54166603,0
-6.022975e-06,-5.5332207e-06,0,2.8820834,0.5673514,0
1.7338772e-06,9.6261783e-06,0,2.8885086,0.59341919,0
-4.1768244e-06,-2.7786595e-05,0,2.8935251,0.61979437,0
2.3811351e-06,-1.5381955e-05,0,2.8971188,0.64640075,0
3.4657063e-07,-3.8564731e-06,0,2.8992791,0.67316169,0
6.4239242e-07,-3.9492192e-05,0,2.9000001,0.69999999,0
-2.8439863e-06,1.1780006e-05,0,2.8992791,0.72683829,0
7.7449477e-06,-5.3757238e-05,0,2.8971188,0.75359923,0
3.2013331e-06,-1.5374113e-05,0,2.8935251,0.78020567,0
-1.0087625e-05,4.7563419e-05,0,2.8885086,0.80658078,0
5.1015022e-06,-1.3625362e-05,0,2.8820834,0.83264863,0
1.195681e-06,-4.1516996e-06,0,2.8742683,0.858334,0
2.1980181e-06,-6.0751036e-06,0,2.8650856,0.88356286,0
1.0368484e-06,-2.6972e-06,0,2.854562,0.90826243,0
-3.4399309e-06,5.8330288e-06,0,2.8427279,0.9323616,0
4.6018968e-06,-7.73184e-06,0,2.8296173,0.95579076,0
3.0176423e-06,-4.5926863e-06,0,2.815268,0.97848243,0
-1.7219986e-06,2.0847908e-06,0,2.7997215,1.0003711,0
6.5414092e-06,-8.1301978e-06,0,2.7830222,1.0213938,0
4.3011282e-06,-4.7797957e-06,0,2.7652187,1.0414898,0
3.5444573e-06,-3.9128495e-06,0,2.7463622,1.0606012,0
1.1186423e-05,-1.0316551e-05,0,2.7265069,1.0786729,0
8.2404686e-06,-6.803009e-06,0,2.7057104,1.0956528,0
2.3852156e-06,-1.8664924e-06,0,2.6840324,1.1114919,0
3.2770195e-06,-2.5703275e-06,0,2.6615355,1.1261446,0
5.1442121e-06,-2.8797415e-06,0,2.6382844,1.1395686,0
1.0744215e-05,-5.8314372e-06,0,2.6143463,1.1517252,0
-1.8900316e-06,5.8345938e-07,0,2.5897901,1.1625794,0
6.0522916e-06,-2.6483744e-06,0,2.5646868,1.1720998,0
2.0124653e-06,-3.4505129e-07,0,2.5391088,1.1802591,0
3.7722921e-06,-7.5476066e-07,0,2.5131295,1.1870335,0
-8.5356021e-07,-2.685538e-07,0,2.486824,1.1924039,0
-2.0616626e-06,2.0894579e-07,0,2.4602683,1.1963544,0
1.0464064e-05,-3.8059147e-07,0,2.4335389,1.1988739,0
2.3144978e-06,4.2989431e-08,0,2.4067125,1.199955,0
-2.1810192e-06,-2.4743804e-07,0,2.3798671,1.1995945,0
4.5967799e-06,5.8309507e-07,0,2.3530796,1.1977936,0
-1.8417087e-06,-2.2827092e-07,0,2.3264272,1.1945574,0
8.7691808e-07,-7.4789071e-08,0,2.2999871,1.1898953,0
4.8910001e-06,1.5629016e-06,0,2.2738354,1.1838207,0
-6.9810667e-06,-2.6936796e-06,0,2.2480474,1.1763512,0
-9.7254156e-07,-4.0201925e-07,0,2.2226975,1.1675081,0
2.22839e-06,1.067057e-06,0,2.1978588,1.1573172,0
4.7523545e-06,2.3638609e-06,0,2.1736031,1.1458076,0
1.0202291e-06,4.4797804e-07,0,2.1500001,1.1330127,0
7.1227475e-07,4.6693592e-07,0,2.1271176,1.1189693,0
2.0011507e-06,1.7133831e-06,0,2.1050222,1.1037179,0
3.0394915e-07,3.0768007e-07,0,2.0837774,1.0873024,0
6.5688181e-07,6.290623e-07,0,2.0634441,1.0697703,0
3.6143376e-06,4.0994191e-06,0,2.0440812,1.0511721,0
6.6248624e-08,1.3118634e-07,0,2.0257447,1.0315614,0
1.4875379e-06,1.8937473e-06,0,2.008487,1.0109946,0
4.3962717e-07,5.3223772e-07,0,1.9923583,0.98953116,0
5.6710212e-07,1.0563739e-06,0,1.977405,0.96723294,0
-2.5682704e-07,1.0479092e-07,0,1.96367,0.94416416,0
3.6470982e-07,8.3133511e-07,0,1.9511931,0.92039144,0
3.0271531e-07,6.8380223e-07,0,1.9400103,0.89598328,0
6.8301296e-07,1.8941497e-06,0,1.9301537,0.87101007,0
-9.5533335e-07,-2.8534855e-06,0,1.9216518,0.8455438,0
