"f_27:0","f_27:1","f_27:2","Points:0","Points:1","Points:2"
20.513813,0.057267562,0,1.911136,0.3504737,0
25.796406,0.058952004,0,1.9087569,0.33395785,0
25.670841,0.046811569,0,1.9,0.33438626,0
24.069965,0.045311201,0,1.9,0.33939427,0
36.332012,0.27849305,0,1.9108925,0.12361887,0
34.330223,0.2594485,0,1.9006302,0.10697974,0
34.4398,0.26023525,0,1.9,0.10787953,0
36.305737,0.27593499,0,1.9,0.12330078,0
8.851572,0.023325395,0,1.9003623,0.020883568,0
14.97014,0.060998295,0,1.9034983,0.036170933,0
14.908691,0.060398459,0,1.9,0.035986226,0
8.9896688,0.02414801,0,1.9,0.021224711,0
30.50926,0.21836588,0,1.9196368,0.086385623,0
27.088972,0.17844981,0,1.9072458,0.072465442,0
29.694731,0.20737296,0,1.9,0.083020568,0
30.828379,0.22023705,0,1.9,0.087622076,0
38.778023,0.16328131,0,1.9125001,0.20640247,0
38.775154,0.20039915,0,1.911901,0.19042026,0
38.754261,0.18390027,0,1.9,0.19412714,0
38.754646,0.17584415,0,1.9,0.19755965,0
32.962971,0.058819808,0,1.9123324,0.30310944,0
29.365433,0.055040274,0,1.9068218,0.32052571,0
31.538971,0.04245346,0,1.9,0.31047985,0
32.106995,0.041775662,0,1.9,0.30777082,0
1.8310848e-05,4.6127504e-08,0,1.921654,0.40000001,0
6.5731826,0.011574143,0,1.9085588,0.38549632,0
2.277034,0.0040093814,0,1.9,0.39497572,0
-1.3199809e-05,-8.2539209e-08,0,1.9,0.40000001,0
36.180649,0.045861047,0,1.90626,0.27920026,0
37.378994,0.04752636,0,1.9007727,0.26412097,0
37.369804,0.046572287,0,1.9,0.26425073,0
36.477345,0.040610977,0,1.9,0.27555162,0
38.658218,0.22713363,0,1.9051474,0.17592269,0
38.378433,0.25462666,0,1.9042197,0.16021448,0
38.396042,0.25116464,0,1.9,0.16130443,0
38.59729,0.23111892,0,1.9,0.17261909,0
33.210831,0.2488582,0,1.9138045,0.10007071,0
31.331495,0.22601485,0,1.9,0.090192445,0
33.777481,0.25321335,0,1.9,0.10391004,0
-0.0001841083,-4.6298626e-07,0,1.9,0,0
8.6406898,0.022769688,0,1.9,0.020386023,0
-0.0001841083,-4.6298626e-07,0,1.9,0,0
35.669975,0.038117487,0,1.9,0.28365359,0
33.994888,0.04057496,0,1.9,0.29638875,0
38.646839,0.11841658,0,1.9076016,0.22521341,0
38.743233,0.1488928,0,1.9,0.20881136,0
38.726242,0.14322358,0,1.9,0.21139359,0
20.174494,0.10652821,0,1.9100057,0.050355159,0
25.49497,0.16035463,0,1.9,0.066961013,0
22.249475,0.1263473,0,1.9,0.056516014,0
16.017584,0.037119158,0,1.9042333,0.36269486,0
19.716997,0.042605326,0,1.9,0.35270178,0
17.244768,0.035773579,0,1.9,0.35939768,0
38.41465,0.095875606,0,1.9150869,0.23969322,0
37.840279,0.072700486,0,1.9146045,0.25598624,0
38.120445,0.068442523,0,1.9,0.24802636,0
38.293171,0.075259663,0,1.9,0.24312657,0
38.426189,0.090164162,0,1.9,0.23576596,0
37.472736,0.049597226,0,1.9,0.26199755,0
38.712696,0.1981795,0,1.9,0.18756013,0
37.815159,0.27348056,0,1.9063954,0.14463004,0
38.253078,0.25797382,0,1.9,0.15643734,0
37.941601,0.26818249,0,1.9,0.14774056,0
36.997868,0.27673221,0,1.9,0.13200685,0
37.573879,0.27468917,0,1.9,0.14037262,0
14.404558,0.030435277,0,1.9,0.36673072,0
9.8666267,0.017190993,0,1.9,0.37774572,0
16.858412,0.076404087,0,1.9,0.041216478,0
19.537771,0.09920755,0,1.9,0.048461288,0
27.155941,0.046304092,0,1.9,0.32880107,0
33.887024,-0.50577164,0,2.9082372,0.29724568,0
37.021137,-0.43616837,0,2.9078743,0.27283081,0
31.50581,-0.5475148,0,2.9096565,0.31135482,0
28.725243,-0.59468108,0,2.9100962,0.32552832,0
37.165611,-0.11032313,0,2.8998833,0.14024143,0
38.67733,-0.13467233,0,2.9011843,0.15805683,0
39.878654,-0.27521873,0,2.8988314,0.22312041,0
40.075974,-0.2190181,0,2.8979826,0.2026474,0
34.917419,-0.086448483,0,2.8940377,0.12247407,0
32.647022,-0.098433957,0,2.905581,0.10886005,0
-5.3144493e-05,1.297612e-06,0,2.905556,0.40000001,0
13.670737,-0.33331934,0,2.8996871,0.37651438,0
-0.00011024341,2.6854778e-07,0,2.909375,0,0
5.1035795,-0.0074699214,0,2.9019532,0.01430802,0
38.135532,-0.38810802,0,2.9019549,0.26016089,0
21.820301,-0.63429785,0,2.9010673,0.35450613,0
39.782387,-0.15969652,0,2.8931155,0.1827433,0
20.313631,-0.070120029,0,2.9101605,0.05943368,0
15.673213,-0.050353225,0,2.9083276,0.044892397,0
39.332161,-0.34393448,0,2.9071214,0.2406075,0
25.324394,-0.64093411,0,2.9016607,0.34090206,0
10.541739,-0.028112624,0,2.9065418,0.029759474,0
26.477613,-0.074364625,0,2.896718,0.081181146,0
29.000416,-0.093527474,0,2.909375,0.091419034,0
-2.6707504,3.3454342,0,2.627281,0.80423671,0
-2.4771779,2.7589133,0,2.6016557,0.80035174,0
-2.0151725,2.9697063,0,2.6143229,0.78110415,0
-1.9270079,4.5631714,0,2.8201756,0.84340137,0
-1.9111569,5.0418048,0,2.8228433,0.82501721,0
-2.3477709,5.9053645,0,2.8094971,0.8203364,0
8.508028,0.22003032,0,2.6148229,0.43038803,0
9.0657721,0.060465518,0,2.5936465,0.42455855,0
10.369895,0.19074921,0,2.6080713,0.41353598,0
0.28208897,7.6836405,0,2.7847762,0.62591755,0
-0.10137078,7.7847581,0,2.7862597,0.64517158,0
0.10301247,7.1420283,0,2.7748837,0.63636404,0
-0.29746807,5.2913542,0,2.7317259,0.67322034,0
-0.71104479,5.9673848,0,2.744756,0.68752915,0
-0.57373661,5.3919845,0,2.7310176,0.68695259,0
-0.34309974,5.9229813,0,2.8546379,0.69480956,0
-0.49762177,5.3868437,0,2.8568909,0.71335173,0
-0.66897988,7.3951874,0,2.8364592,0.69816321,0
-0.86445087,5.4646087,0,2.8502555,0.74091882,0
-0.44362983,2.9489739,0,2.8717515,0.75441223,0
-0.3998509,3.5665014,0,2.8700449,0.733262,0
-0.33810976,3.261549,0,2.6444879,0.70728326,0
-0.41797945,3.5541654,0,2.6591997,0.70683807,0
0.0035225374,3.1646476,0,2.6440463,0.69273484,0
-2.2157722,3.8816991,0,2.7989666,0.89257324,0
-2.5341918,4.7904043,0,2.7976427,0.86959779,0
-1.9694852,3.7965891,0,2.8097527,0.88042581,0
-0.99054009,2.6090837,0,2.8450713,0.85013252,0
-0.64221275,2.0136757,0,2.8594923,0.83274287,0
-0.4702121,1.3468592,0,2.8605278,0.85117906,0
-4.2002463,5.4585218,0,2.6988099,0.84951782,0
-4.5275326,5.5418329,0,2.7045472,0.86863762,0
-4.4602098,5.262836,0,2.6909251,0.86230451,0
2.1304228,2.5293815,0,2.6633959,0.58735949,0
