"f_27:0","f_27:1","f_27:2","Points:0","Points:1","Points:2"
14.731357,0.099705823,0,1.911136,0.3504737,0
18.414776,0.12464806,0,1.9087569,0.33395785,0
18.313755,0.11038925,0,1.9,0.33438626,0
17.196404,0.1017126,0,1.9,0.33939427,0
26.174431,0.25875258,0,1.9108925,0.12361887,0
24.427608,0.22889452,0,1.9006302,0.10697974,0
24.523954,0.2299865,0,1.9,0.10787953,0
26.158039,0.25346515,0,1.9,0.12330078,0
6.2803173,0.019667251,0,1.9003623,0.020883568,0
10.512572,0.051696934,0,1.9034983,0.036170933,0
10.471639,0.050965596,0,1.9,0.035986226,0
6.3760362,0.020338992,0,1.9,0.021224711,0
21.425512,0.1897461,0,1.9196368,0.086385623,0
18.934889,0.15149581,0,1.9072458,0.072465442,0
20.846033,0.1765528,0,1.9,0.083020568,0
21.674906,0.18822554,0,1.9,0.087622076,0
29.068626,0.23630315,0,1.9125001,0.20640247,0
29.031158,0.25499481,0,1.911901,0.19042026,0
29.039152,0.23879385,0,1.9,0.19412714,0
29.047192,0.23465264,0,1.9,0.19755965,0
23.639681,0.16114478,0,1.9123324,0.30310944,0
20.956444,0.13808472,0,1.9068218,0.32052571,0
22.555174,0.13516261,0,1.9,0.31047985,0
22.976913,0.13735898,0,1.9,0.30777082,0
1.3448169e-05,8.5440881e-08,0,1.921654,0.40000001,0
4.877913,0.01551295,0,1.9085588,0.38549632,0
1.6897713,0.0053738542,0,1.9,0.39497572,0
-9.5584228e-06,-6.0415324e-08,0,1.9,0.40000001,0
26.276814,0.15937731,0,1.90626,0.27920026,0
27.406048,0.15970723,0,1.9007727,0.26412097,0
27.397017,0.15850239,0,1.9,0.26425073,0
26.554171,0.15222645,0,1.9,0.27555162,0
28.825592,0.26224604,0,1.9051474,0.17592269,0
28.398306,0.27021602,0,1.9042197,0.16021448,0
28.432093,0.26686752,0,1.9,0.16130443,0
28.740515,0.26069069,0,1.9,0.17261909,0
23.509689,0.21978924,0,1.9138045,0.10007071,0
22.062859,0.19411109,0,1.9,0.090192445,0
23.993073,0.22233431,0,1.9,0.10391004,0
-0.00013175802,-3.4736706e-07,0,1.9,0,0
6.1306934,0.019198697,0,1.9,0.020386023,0
-0.00013175802,-3.4736706e-07,0,1.9,0,0
25.836676,0.14849164,0,1.9,0.28365359,0
24.454359,0.14452527,0,1.9,0.29638875,0
28.881346,0.20822749,0,1.9076016,0.22521341,0
29.044537,0.22011417,0,1.9,0.20881136,0
29.018833,0.21697339,0,1.9,0.21139359,0
14.092287,0.09031707,0,1.9100057,0.050355159,0
17.811666,0.13514584,0,1.9,0.066961013,0
